id_coder,text,del_ms,con_ms,so_ms,del_nca,con_nca,so_nca,agenda,del_com,si_com,con_com,del_age,si_age,con_age
531,"In order to benefit from the Programme , each beneficiary shall submit every year , before 30 November , to the Commission a description of the activities referred to in Article 1(2 ) planned for the following year that pursue the policy objectives of the Programme ( the Proposal ) .",0,0,0,0,0,0,0,0,0,0,0,0,0
532,Member States shall communicate to the Commission the text of the provisions of domestic law which they adopt in the field governed by this Directive .,0,1,0,0,0,0,0,0,0,0,0,0,0
533,"If a solution can not be found within a reasonable period , the authorities concerned may call on the Administrative Commission to intervene .",0,0,0,0,0,0,0,0,0,0,0,0,0
534,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
535,"The Commission shall keep an account of the shares opened by the Member States pursuant to Articles 2 and 3 and shall , as soon as it has been notified , .",0,0,0,0,0,0,0,0,0,1,0,0,0
536,"With due regard to the different legal systems in the individual Member States , the Agency shall facilitate cooperation between Member States and between them and the Commission in the development of harmonised standards for control , in accordance with Union legislation and taking into account best practices in Member States and agreed international standards .",0,0,0,0,0,0,0,0,0,0,0,1,1
537,"the competent authority for health and safety at work , and any other person responsible for health and safety at work , shall have access to the list referred to in paragraph 1.Article 12Consultation and participation of workersConsultation and participation of workers and/or their representatives in connection with matters covered by this Directive",0,0,0,1,0,0,0,0,0,0,0,0,0
538,"Before issuing its opinion , the Agency shall provide the applicant and , where applicable , the authorisation holder with an opportunity to provide written comments within a specified time limit not exceeding 30 days .",0,0,0,0,0,0,0,0,0,0,0,1,0
539,Esma shall submit those draft regulatory technical standards to the Commission by 18 June 2015 .,0,0,0,0,0,0,0,0,0,0,0,0,1
540,"If the measures are not in accordance with the opinion of the Committee or if no opinion is delivered , the Commission shall immediately submit to the Council a proposal on the measures to be taken .",0,0,0,0,0,0,1,0,0,0,0,0,0
541,Member States shall communicate to the Commission the bilateral mutual assistance agreements between customs administrations concluded with third coun ­ tries .,0,1,0,0,0,0,0,0,0,0,0,0,0
542,The competent authorities of a Member State shall refuse to issue import authorisations for products originating in the Russian Federation which are not covered by export licences issued in accordance with the provisions of this Chapter .,0,0,0,0,1,0,0,0,0,0,0,0,0
543,The authority designated in accordance with paragraph 1a of this Article shall notify EBA and the ESRB of any adjustments to risk weights and criteria applied pursuant to this paragraph .,0,0,0,0,0,0,0,0,0,0,0,0,1
544,"The assessment of the conditions referred to in points ( a ) , ( c ) and ( d ) of the first subparagraph shall be made by the ECB , after consulting the Board .",0,2,0,0,0,0,0,0,0,0,0,0,0
545,"For this purpose , a Member State may allow landing of additional quantities of the stock that is subject to the landing obligation provided that such quantities do not exceed 10 % of the quota allocated to that Member State .",1,0,0,0,0,0,0,0,0,0,0,0,0
546,"To this end , each national supervisory authority shall organise proper inspections and surveys to verify compliance with the requirements of this Regulation , including human resources requirements for the provision of air navigation services .",0,0,0,0,0,1,0,0,0,0,0,0,0
547,"The report by the Commission shall , if appropriate , be accompanied by a legislative proposal .",0,0,0,0,0,0,1,0,0,0,0,0,0
548,"Purity criteria for vitamin formulations and mineral substances listed in Annex II , specified by Community legislation for their use in the manufacture of foodstuffs for purposes other than those covered by this Regulation , shall apply .",0,0,0,0,0,0,0,0,0,0,0,0,0
549,Member States shall assist one another in applying this Directive .,0,0,1,0,0,0,0,0,0,0,0,0,0
550,"However , the Agency and the national competent authorities shall not be obliged to use the full scope of the accreditation granted by another national competent authority or the Agency , nor to use the full scope of the privileges granted to that qualified entity by another national competent authority or the Agency in accordance with paragraph 3 . 5 .",0,0,0,1,0,0,0,0,0,0,1,0,0
551,"The measures designed to amend non - essential elements of this Regulation by supplementing it relating to the implementation of Article 6 and , if appropriate , Article 7 shall be adopted in accordance with the regulatory procedure with scrutiny referred to in Article 12(4 ) .",0,0,0,0,0,0,0,1,0,1,0,0,0
552,Member States shall consider as being interoperable and meeting the essential requirements concerning them those structural subsystems constituting the trans - European high - speed rail system which are covered by the EC declaration of verification.2 .,0,1,0,0,0,0,0,0,0,0,0,0,0
553,Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
554,Member States and the Commission shall collaborate closely in order to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
555,"In order to ensure that consumers are appropriately informed , where voluntary food information is provided by food business operators on a divergent basis which might mislead or confuse the consumer , the Commission may , by means of delegated acts , in accordance with Article 51 , provide for additional cases of provision of voluntary food information to the ones referred to in paragraph 3 of this Article .",0,0,0,0,0,0,0,0,1,0,0,0,0
556,"The Member State which deems it necessary to adopt new food information legislation may take the envisaged measures only 3 months after the notification referred to in paragraph 1 , provided that it has not received a negative opinion from the Commission .",1,0,0,0,0,0,0,0,0,0,0,0,0
557,The Authority shall review the decision referred to in the first subparagraph at appropriate intervals and at least every 3 months .,0,0,0,0,0,0,0,0,0,0,1,0,0
558,"Where the review shows that any of the criteria for these exemptions can no longer be justified taking into account the availability of heat load and the real operating conditions of the exempted installations , the Commission shall propose appropriate measures .",0,0,0,0,0,0,1,0,0,0,0,0,0
559,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
560,Member States shall provide that the provisions referred to in the first subparagraph .,0,1,0,0,0,0,0,0,0,0,0,0,0
561,"Where , on the basis of the report of the Inspection Entity , the Administrative Authority finds that a tunnel does not comply with the provisions of this Directive , it shall notify the Tunnel Manager and the Safety Officer that measures to increase tunnel safety must be adopted .",0,0,0,0,1,0,0,0,0,0,0,0,0
562,Cooperation on implementation The Commission and the supervisory authorities of the Member States shall cooperate closely for the purposes of examining any difficulties which might arise in implementing this Section .,0,0,0,0,0,1,0,0,1,0,0,0,0
563,"Eu - LISA shall ensure that ECRIS - TCN is operated in accordance with this Regulation , with the delegated act referred to in Article 6(2 ) and with the implementing acts referred to in Article 10 , as well as in accordance with Regulation ( EU ) 2018/1725 .",0,0,0,0,0,0,0,0,0,0,0,0,1
564,"Member States shall , by 1 August 2017 , notify the Commission of the rules referred to in the first subparagraph that have not previously been notified to the Commission , and shall notify the Commission , without delay , of any subsequent amendment affecting them .",0,1,0,0,0,0,0,0,0,0,0,0,0
565,"On the basis of a preliminary flood risk assessment as referred to in Article 4 , Member States shall , for each river basin district , or unit of management referred to in Article 3(2)(b ) , or portion of an international river basin district lying within their territory , .",0,1,0,0,0,0,0,0,0,0,0,0,0
566,"In other cases , that decision shall be taken by the national competition authority of the Member State to which the negotiations relate .",0,0,0,0,1,0,0,0,0,0,0,0,0
567,The Commission shall adopt the measures envisaged if they are in accordance with the Committee 's opinion .,0,0,0,0,0,0,0,1,0,0,0,0,0
568,"Where the draft decision is not in accordance with the opinion of the Authority , the Commission shall provide an explanation for the differences.2 .",0,0,0,0,0,0,0,0,1,0,0,0,0
569,"However , when goods are presented for free circulation , the customs authorities in question may allow the importer or his duly authorised representative to consult the specimen impressions of stamps referred to in this paragraph.2 .",0,0,0,1,0,0,0,0,0,0,0,0,0
570,Power is delegated to the Commission to adopt the regulatory technical standards referred to in the first subparagraph in accordance with Articles 10 to 14 of Regulation ( EU ),0,0,0,0,0,0,0,1,0,1,0,0,0
571,The Agency shall proactively monitor and .,0,0,0,0,0,0,0,0,0,0,0,1,0
572,"By 31 March 2016 and by 31 March of each subsequent year until and including 2022 , the Responsible Authority shall submit to the Commission an annual report on the implementation of each national programme in the previous financial year and .",0,0,0,0,1,0,0,0,0,0,0,0,0
573,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
574,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
575,The Commission representative shall submit to the committee a draft of the measures to be taken .,0,0,0,0,0,0,0,0,0,0,0,0,0
576,"By way of derogation from Article 2 , the competent authorities of Member States as listed in the Annex may authorise , after prior written notification to the Government of Lebanon and UNIFIL , and under such conditions as they deem appropriate : ( a ) the provision to any natural or legal person , entity or body in Lebanon other than the armed forces of the Lebanese Republic or UNIFIL , of technical assistance , financing and financial assistance related to arms or related matÃ © riel which are either in or for use in Lebanon , provided that : ( i ) the services shall not be provided , directly or indirectly , to any militia for whose disarmament the UN Security Council has called in its Resolutions 1559 ( 2004 ) and 1680 ( 2006 ) , ( ii ) the authorisations are granted on a case - by - case basis , and ( iii ) the Government of Lebanon or UNIFIL authorised in each case the provision to the person , entity or body concerned of the services concerned .",0,0,0,1,0,0,0,0,0,0,0,0,0
577,Any Member State may treat authors who are not nationals of a Member State but who have their habitual residence in that Member State in the same way as its own nationals for the purpose of resale,1,0,0,0,0,0,0,0,0,0,0,0,0
578,"holder of the vehicle means the person in whose name the vehicle is registered , as defined in the law of the Member State of registration",0,0,0,0,0,0,0,0,0,0,0,0,0
579,"With regard to organisations , the Agency shall conduct , itself or through national aviation authorities or qualified entities , inspections and audits of the organisations it certifies",0,0,0,0,0,0,0,0,0,0,1,0,0
580,The competent authorities may only grant exemptions from paragraph 1 subject to the following conditions : ( a ) there is an essential need for studies concerning the health and welfare of the animals or serious threats to the environment or to human or animal health,0,0,0,1,0,0,0,0,0,0,0,0,0
581,Has ADOPTED THIS DIRECTIVE : Article 1 1 .,0,0,0,0,0,0,0,0,0,0,0,0,0
582,The Agency may add to this public database any public document or .,0,0,0,0,0,0,0,0,0,0,1,0,0
583,The Commission shall be empowered to amend Annex III on the basis of information supplied by Member States .,0,0,0,0,0,0,0,1,0,0,0,0,0
584,"To the extent necessary for the proper working of the common organization of the market in wine , the Council , acting by a qualified majority on a proposal from the Commission , may prohibit , in whole or in part , the use of inward processing arrangements in respect of some or all of the products listed in    ( 2 ) .",0,0,0,0,0,0,1,0,0,0,0,0,0
585,Every year Europol shall provide to the EDPS a statistical overview of all personal data as referred to in paragraph 2 which it has processed .,0,0,0,0,0,0,0,0,0,0,0,1,0
586,"The ESAs shall maintain a website with links to each competent authority 's publication of administrative sanctions and measures imposed in accordance with Article 60 on credit institutions and financial institutions , and .",0,0,0,0,0,0,0,0,0,0,0,0,0
587,"By way of derogation from paragraphs 1 , 2 and 3 , each Member State may draw shares lower than those specified in those paragraphs if there are grounds for believing that those specified may not be used in full .",1,0,0,0,0,0,0,0,0,0,0,0,0
588,In that event the Commission may defer application of the measures which it has adopted for not more than one month from the date of such communication .,0,0,0,0,0,0,0,1,0,0,0,0,0
589,"This coordination shall not prevent the Member States from maintaining or introducing laws , regulations or administrative provisions concerning .",1,0,0,0,0,0,0,0,0,0,0,0,0
590,shall be supervised by the competent authorities or bodies,0,0,0,0,0,1,0,0,0,0,0,0,0
591,"National specific measures In the absence of specific measures referred to in , this Regulation shall not prevent Member States from maintaining or adopting national provisions provided they comply with the rules of the Treaty .",1,0,0,0,0,0,0,0,0,0,0,0,0
592,"In that case , the Member State which has adopted safeguard measures may maintain them until the amendments enter into force .",1,0,0,0,0,0,0,0,0,0,0,0,0
593,"In implementing the provisions of this paragraph , the Commission may be assisted by BEREC .",0,0,0,0,0,0,0,0,0,0,0,1,0
594,The adjustments to be made to the VAT balances by the first working day of December of each year under the first suparagraph of this paragraph shall also give rise to the calculation by the Commission of further adjustments to the GNP financial contributions .,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Any Member State applying this paragraph shall inform the Commission of its grounds for so doing .,0,1,0,0,0,0,0,0,0,0,0,0,0
596,"Where the Management Authority cooperates with external contractors in any SIS II - related tasks , it shall closely monitor the activities of the contractor to ensure compliance with all provisions of this Regulation , in particular on security , confidentiality and data protection .",0,0,0,0,0,1,0,0,0,0,0,0,0
597,Member States shall ensure that importers of the product in question have free access to the shares allotted to them .,0,1,0,0,0,0,0,0,0,0,0,0,0
598,"The competent authorities of each Member State shall , as laid down in paragraph 2 , spontaneously assist the competent authorities of the other Member States without prior request of the latter .",0,0,0,0,0,1,0,0,0,0,0,0,0
599,Member States and the Commission shall coordinate their efforts and .,0,0,1,0,0,0,0,0,1,0,0,0,0
600,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
601,That customs authority shall take a decision on the extended use and and at the latest within 30 days of the date on which it receives all the information required in order to enable it to take that decision .,0,0,0,0,1,0,0,0,0,0,0,0,0
602,"Where an assessment referred to in point ( b ) of the second subparagraph exposes shortcomings in the resilience of one or more CCPs , ESMA shall issue the necessary recommendations pursuant to Article 16 of Regulation ( EU )",0,0,0,0,0,0,0,0,0,0,1,0,0
603,"Temporary agents employed under point ( f ) of Article 2 of the Conditions of Employment and contract agents employed under Article 3a of the Conditions of Employment in the institutions , bodies , offices or agencies of the Union who are engaged by the EPPO with a contract concluded before and no later than 1 year after the EPPO becomes operational in accordance with the decision mentioned in Article 120(2 )",0,0,0,0,0,0,0,0,0,0,1,0,1
604,"To that end , the competent supervisory authority shall communicate the draft decision to the Board , when it : ( a ) aims to adopt a list of the processing operations subject to the requirement for a data protection impact assessment pursuant to Article 35(4 )",0,0,0,0,1,0,0,0,0,0,0,0,0
605,The representative of the Commission shall submit a draft of the measures to be adopted .,0,0,0,0,0,0,0,0,0,1,0,0,0
606,"Taxable persons who produce investment gold or transform gold into investment gold shall be entitled to deduct the VAT due or paid by them in respect of the supply , intra - Community acquisition or importation of goods or services linked to the production or transformation of that gold , as if the subsequent supply of the gold exempted pursuant to    were taxed .",0,0,0,0,0,0,0,0,0,0,0,0,0
607,Curtains and other furnishing articles : ex c ),0,0,0,0,0,0,0,0,0,0,0,0,0
608,Those implementing acts shall be adopted in accordance with the advisory procedure referred to in Article 33(2 ) .,0,0,0,0,0,0,0,1,0,1,0,0,0
609,"For the purposes of paragraph 1 , Member States shall provide the Commission with information at their disposal and in particular , identification of risks , results of testing carried out , provisional restrictive measures taken , contacts with the economic operators concerned and justification for action or inaction .",0,1,0,0,0,0,0,0,0,0,0,0,0
610,"Where shares in another credit institution , investment firm , financial institution , insurance or reinsurance undertaking or insurance holding company are held temporarily for the purposes of a financial assistance operation designed to reorganise and save that entity , the competent authority may waive the provisions on deduction referred to under ( a ) and ( b ) of the third subparagraph .",0,0,0,1,0,0,0,0,0,0,0,0,0
611,"If necessary , investigations may be organized by the Commission and .",0,0,0,0,0,0,0,0,1,0,0,0,0
612,The EBA shall submit those draft implementing technical standards to the Commission by 1 July 2014 .,0,0,0,0,0,0,0,0,0,0,0,0,1
613,Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 285(4 ) .,0,0,0,0,0,0,0,1,0,1,0,0,0
614,"Without prejudice to the rules on cross - border cooperation and mutual legal assistance in criminal matters , the Member States , Eurojust , the European Public Prosecutor 's Office and the Commission shall , within their respective competences , cooperate with each other in the fight against the criminal offences referred to in Articles 3 , 4 and 5 .",0,0,1,0,0,0,0,0,0,0,0,1,0
615,The Agency shall inform the other Member States without delay .,0,0,0,0,0,0,0,0,0,0,0,0,1
616,The Authority shall cooperate closely and on a regular basis with the ESRB .,0,0,0,0,0,0,0,0,0,0,0,1,0
617,"For that purpose , contracting authorities may require , in particular , that economic operators have a certain minimum yearly turnover , including a certain minimum turnover in the area covered by the contract .",0,0,0,1,0,0,0,0,0,0,0,0,0
618,"If it is established that , in the light of experience , the list of areas covered by the host Member State 's laws , regulations and administrative provisions referred to in paragraph 1 needs to be adapted , the Council shall amend that list , acting by a qualified majority on a proposal from the Commission .",0,0,0,0,0,0,1,0,0,0,0,0,0
619,"Eba shall monitor and ) , across currencies and across different business models .",0,0,0,0,0,0,0,0,0,0,0,1,0
620,"National regulatory authorities may publish such information as would contribute to an open and competitive market , while respecting national and Community rules on commercial confidentiality .",0,0,0,1,0,0,0,0,0,0,0,0,0
621,"Where the matter is referred to it , EIOPA may , without prejudice to Article 258 TFEU , act in accordance with the powers conferred on it by Article 19 of Regulation ( EU )",0,0,0,0,0,0,0,0,0,0,1,0,1
622,"The Commission shall keep the European Parliament duly informed , in a timely manner , about its planning and the implementation of Union assistance pursuant to Article 3 , including the financial amounts envisaged , and .",0,0,0,0,0,0,0,0,0,1,0,0,0
623,The Member States and the Commission shall cooperate closely in order to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
624,"In the light of that assessment , the Commission shall , by 31 December 2016 , submit to the European Parliament and the Council a report reviewing paragraph 1b accompanied , if appropriate , by a legislative proposal including an end date for the application of that paragraph .",0,0,0,0,0,0,1,0,0,1,0,0,0
625,Its secretariat shall be provided by ENISA .,0,0,0,0,0,0,0,0,0,0,0,0,0
626,"Without prejudice to the rules adopted under Article 44(2 ) , the particulars referred to in point ( c ) of Article 9(1 ) shall meet the following requirements : ( a ) they shall be indicated in the list of ingredients in accordance with the rules laid down in Article 18(1 ) , with a clear reference to the name of the substance or product as listed in Annex II",0,0,0,0,0,0,0,0,0,0,0,0,0
627,Until such time as these concentration limits are established : ( a ) the competent authority may adopt or ),0,0,0,1,0,0,0,0,0,0,0,0,0
628,For this period the competent authorities may grant exemptions from the percentage requirement stipulated in paragraph 3 .,0,0,0,1,0,0,0,0,0,0,0,0,0
629,"When sending a request for information to an undertaking or association of undertakings , the Commission shall forward a copy of the request at the same time to the competent authority of the Member State in whose territory the head office of the undertaking or association of undertakings is situated.3 .",0,0,0,0,0,0,0,0,0,1,0,0,0
630,"A national regulatory authority may , in accordance with the provisions of Article 8 , impose obligations of non - discrimination , in relation to interconnection and/or access.2 .",0,0,0,1,0,0,0,0,0,0,0,0,0
631,"On its own initiative or following a request from a Member State or from the Commission , the Authority shall issue an opinion on whether an authorisation for a product referred to in Article 15(1 ) still meets the conditions set by this Regulation .",0,0,0,0,0,0,0,0,0,0,1,0,0
632,"General objectives of the regulatory authority In carrying out the regulatory tasks specified in this Directive , the regulatory authority shall take all reasonable measures in pursuit of the following objectives within the framework of its duties and powers as laid down in , in close consultation with other relevant national authorities , including competition authorities , as well as authorities , including regulatory authorities , from neighbouring Member States and neighbouring third countries , as appropriate , and without prejudice to their competence : ( a ) promoting , in close cooperation with regulatory authorities of other Member States , the Commission and ACER , a competitive , flexible , secure and environmentally sustainable internal market for electricity within the Union , and effective market opening for all customers and suppliers in the Union , and ensuring appropriate conditions for the effective and reliable operation of electricity networks , taking into account long - term objectives",0,0,0,0,1,1,0,0,0,0,0,0,0
633,"Member States shall ensure that the maximum duration of a procedure of acceptance or verification referred to in point ( iv ) of point ( a ) of paragraph 3 does not exceed 30 calendar days from the date of receipt of the goods or services , unless otherwise expressly agreed in the contract and any tender documents and provided it is not grossly unfair to the creditor within the meaning of Article 7 .",0,1,0,0,0,0,0,0,0,0,0,0,0
634,"where a position has two credit assessments by nominated ECAIs , the institution shall use the less favourable credit assessment",0,0,0,0,0,0,0,0,0,0,0,0,0
635,"The Council , acting by a qualified majority on a proposal from the Commission , shall designate a specific institute to establish the criteria necessary for the standardization of the serological tests and .",0,0,0,0,0,0,1,0,0,0,0,0,0
636,"In so doing , Member States may exclude elements of the strategy which relate to national security .",1,0,0,0,0,0,0,0,0,0,0,0,0
637,"Permitted levels shall be fixed by the Council , acting on a proposal from the Commission , and ( c ) fresh meat treated with ionising or ultraviolet rays , and also fresh meat from animals which have been treated with tenderisers or other products likely to alter their organoleptic composition or nature",0,0,0,0,0,0,1,0,0,0,0,0,0
638,submitting it to the Management Board after consultation of the Commission,0,0,0,0,0,0,0,0,0,0,0,0,0
639,"Any measures taken under paragraph 7 shall be withdrawn by the Commission as soon as it has been established with adequate certainty that the basic seed potatoes and certified seed potatoes harvested in the particular area of the Community concerned will in future satisfy the minimum conditions referred to in paragraph 7.""10 .",0,0,0,0,0,0,0,0,0,1,0,0,0
640,The BEREC Office shall succeed the Office that was established by Regulation ( EC ),0,0,0,0,0,0,0,0,0,0,0,0,0
641,"National regulatory authorities shall cooperate with the Agency and with each other , including at regional level , for the purpose of carrying out their duties in accordance with this Regulation .",0,0,0,0,0,1,0,0,0,0,0,0,0
642,"On a proposal from the Commission , the Council shall adopt , at the latest six months after the expiry of Regulation ( EEC )",0,0,0,0,0,0,1,0,0,0,0,0,0
643,"Communication of the decision Within 3 months of receipt of an application or , if the application is incomplete , of all of the information required for the decision , the competent authorities shall inform the applicant whether the authorisation is granted or refused .",0,0,0,0,1,0,0,0,0,0,0,0,0
644,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
645,Member States shall not require assurance undertakings to invest in particular categories of assets .,0,1,0,0,0,0,0,0,0,0,0,0,0
646,"If no mutually acceptable assessment can be agreed on within 1 month after the Agency has informed the national safety authority or authorities of its disagreement , the Agency shall take its final decision .",0,0,0,0,0,0,0,0,0,0,1,0,0
647,Shall protect personal data in accordance with Union and national law,0,0,0,0,0,0,0,0,0,0,0,0,0
648,"Member States may establish an entity or body set up in compliance with Directive 2003/55 / EC for the purpose of carrying out one or more functions typically attributed to the transmission system operator , which shall be subject to the requirements of this Regulation .",1,0,0,0,0,0,0,0,0,0,0,0,0
649,Member States shall transmit any changes to the designated point of contact to the Commission at least 40 days before the changes take effect .,0,1,0,0,0,0,0,0,0,0,0,0,0
650,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
651,"By way of derogation from paragraphs 1 , 2 and 3 , a Member State may draw lower shares than those specified therein if there are grounds for believing that that those specified may not be used up .",1,0,0,0,0,0,0,0,0,0,0,0,0
652,The competent authorities of the Member States shall adopt a decision on the complete application for an EU Blue Card and .,0,0,0,0,1,0,0,0,0,0,0,0,0
653,"The competent authority may choose to limit the validity of the licence , through permitting single or multiple use .",0,0,0,1,0,0,0,0,0,0,0,0,0
654,This Regulation shall be binding in its entirety and directly applicable in all Member States .,0,0,0,0,0,0,0,0,0,0,0,0,0
655,"Romania may , in accordance with the conditions applying in that Member State on the date of its accession , continue to exempt the international transport of passengers , as referred to in point 10 of Annex X , Part B , for as long as the same exemption is applied in any of the Member States which were members of the Community on 31 December 2006 .",1,0,0,0,0,0,0,0,0,0,0,0,0
656,"The Member States shall provide that reproductive material : - of the species listed in Article 2 ( 1 ) ( a ) , may not be marketed unless it is of the "" selected reproductive material "" or "" tested reproductive material "" category",0,1,0,0,0,0,0,0,0,0,0,0,0
657,"A Member State may refrain from establishing a special , simplified registration procedure for the homeopathic veterinary medicinal products referred to in Article 17(1 ) and ( 2 ) .",1,0,0,0,0,0,0,0,0,0,0,0,0
658,The secretariat for the Management Board shall be provided by the Support Office .,0,0,0,0,0,0,0,0,0,0,0,0,0
659,Each Member State shall ensure that importers of the products concerned have equal and continuous access to the quotas for such time as the residual balance of the quota volumes so permit .,0,1,0,0,0,0,0,0,0,0,0,0,0
660,The Commission shall compile the provisional annual national fishing plans and .,0,0,0,0,0,0,0,0,0,1,0,0,0
661,The Commission shall provide Eurofisc with technical and logistical support .,0,0,0,0,0,0,0,0,1,0,0,0,0
662,"The agricultural products originating in Bulgariaand listed in Annexes XIa , Xlb , Xllla and XHIb to the Europe Agreement shall be eligible for the concessions provided for in Annex VI to this Regulation .",0,0,0,0,0,0,0,0,0,0,0,0,0
663,Competent authorities shall publish without undue delay on their official websites any decision imposing an administrative penalty or other measure for infringement of this Regulation after the addressee of the administrative penalty or other measure has been notified of that decision .,0,0,0,0,1,0,0,0,0,0,0,0,0
664,"The Centre , the Commission and the Member States shall cooperate to promote effective coherence between their respective activities .",0,0,1,0,0,0,0,0,1,0,0,0,0
665,"The Council , acting by a qualified majority on a proposal from the Commission , shall adopt measures to ensure uniform application of Community provisions in the wine sector , particularly as regards control .",0,0,0,0,0,0,1,0,0,0,0,0,0
666,"In order to promote energy efficiency and to empower final customers , Member States or , where a Member State has so provided , the regulatory authority shall strongly recommend that electricity undertakings and other market participants optimise the use of electricity , inter alia , by providing energy management services , developing innovative pricing formulas , and introducing smart metering systems that are interoperable , in particular with consumer energy management systems and with smart grids , in accordance with the applicable Union data protection rules .",0,0,0,0,0,1,0,0,0,0,0,0,0
667,"In addition , the Commission shall verify",0,0,0,0,0,0,0,1,0,0,0,0,0
668,"If , within one working day after the receipt of the said notification , a Member State or the Commission has given notice to the other Member States or the Commission of conclusive evidence that the intended flight will not serve the indicated humanitarian purposes , the Commission will convene within one working day of the said notice a meeting with the Member States in order to consult on the relevant evidence .",0,0,0,0,0,0,0,0,0,1,0,0,0
669,The competent authority shall properly inform the master of a ship referred to in paragraph 1 of the right of appeal .,0,0,0,0,1,0,0,0,0,0,0,0,0
670,"The Managing Authority shall be responsible for managing and implementing the programme in an efficient , effective and correct way and in particular for : ( a ) ensuring that there is an appropriate secure electronic system to record , maintain , manage and report statistical information on the programme and its implementation required for the purposes of monitoring and evaluation and , in particular , information required to monitor progress towards the defined objectives and priorities",0,0,0,0,1,0,0,0,0,0,0,0,0
671,"The Commission shall submit a report on the evaluation and its conclusions to the European Parliament , the Council , the Administrative Board and the Security Accreditation Board of the Agency .",0,0,0,0,0,0,0,0,0,1,0,0,0
672,"The EIB , in cooperation with the EIF where appropriate , shall submit every six months a report to the Commission on EIB financing and investment operations covered by this Regulation .",0,1,1,0,0,0,0,0,0,0,0,0,0
673,"Where necessary , the respective competent authorities shall cooperate closely .",0,0,0,0,0,1,0,0,0,0,0,0,0
674,The Office shall consult with user representatives in particular in the phases of definition of the projects and evaluation of their results .,0,0,0,0,0,0,0,0,0,0,0,0,1
675,"The resolution authority shall notify the institution under resolution and the following authorities , if different : ( a ) the competent authority for the institution under resolution",0,0,0,0,1,0,0,0,0,0,0,0,0
676,"Esma shall , by 3 January 2016 , develop guidelines for the assessment of the suitability of the members of the management body described in paragraph 1 , taking into account different roles and functions carried out by them and the need to avoid conflicts of interest between members of the management body and users of the APA , CTP or ARM .",0,0,0,0,0,0,0,0,0,0,1,0,0
677,Esma shall submit those draft regulatory technical standards to the Commission by 3 July 2015 .,0,0,0,0,0,0,0,0,0,0,0,0,1
678,"By 31 March 2010 , Member States shall submit to the Commission a report including a list of those areas on their territory classified as level 2 in the nomenclature of territorial units for statistics ( NUTS ) or as a more disaggregated NUTS level in accordance with Regulation ( EC )",0,1,0,0,0,0,0,0,0,0,0,0,0
679,"By way of derogation from Articles 1 , 2 , 3 and 4 , Member States may grant the total amount of aids resulting from the application of    ( 1 ) and ( 2 ) and    ( a ) to producers of bovine animals according to objective criteria , provided that the compensation will not be higher than the loss of income to such producers and that there is no distortion of competition .",1,0,0,0,0,0,0,0,0,0,0,0,0
680,Contracting authorities may authorise or .,0,0,0,1,0,0,0,0,0,0,0,0,0
681,"The competent authorities designated under Article 20(1 ) and the European Competition Network ( ECN ) , as appropriate , shall regularly monitor the developments in the market for providing statutory audit services to public - interest entities and a ) .",0,0,0,0,0,1,0,0,0,0,0,0,0
682,The Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
683,"Every two years , for the first time before 31 December 2003 , the Commission shall send the European Parliament and the Council a report on the application of this Regulation , dealing in particular with the programmes selected and the utilisation of appropriations , accompanied by any appropriate proposals .",0,0,0,0,0,0,0,0,0,1,0,0,0
684,"european specification shall mean a common technical specification , a European technical approval or a national standard implementing a European standard",0,0,0,0,0,0,0,0,0,0,0,0,0
685,"While performing their tasks , consular and central authorities ' staff shall not discriminate against persons on grounds of sex , racial or ethnic origin , religion or belief , disability , age or sexual orientation .",0,0,0,0,1,0,0,0,0,0,0,0,0
686,"When acting under the first subparagraph of this paragraph , the national competition authority shall inform the Commission in writing before or without delay after initiating the first formal measure of the investigation and .",0,0,0,0,1,0,0,0,0,0,0,0,0
687,Of Directive 2014/26 / EU shall apply to the licensing mechanism provided for in this Article .,0,0,0,0,0,0,0,0,0,0,0,0,0
688,Member States and the Commission shall cooperate closely to ensure that this Regulation is complied with .,0,0,1,0,0,0,0,0,1,0,0,0,0
